VDA_id,y,x,NSI_fd_id,NSI_occtype,NSI_bldgtype,NSI_bid,NSI_st_damcat,NSI_sqft,NSI_found_type,NSI_found_ht,NSI_val_struct,NSI_val_cont,NSI_firmzone,NSI_ground_elv_ft_NAVD88,LC_DS_PDA,LC_occupancy_type,LC_damage_details,LC_bldg_image,LC_student_notes,VDA_elevation_status,VDA_breakaway_walls,VDA_number_of_stories,VDA_DS_roof,VDA_DS_walls,VDA_DS_foundation,VDA_DS_attachments,VDA_DS_openings,VDA_DS_overall,VDA_DS_overall_num,VDA_DS_noroof,VDA_confidence_level,VDA_data_source,VDA_assessment_status,VDA_notes,TA_FolioID,TA_SiteAddress,TA_BldgUseTyp,TA_BasemapCla,TA_MaxStories,TA_ActYearBuilt,TA_EffYearBuilt,TA_EstimatedV,TA_ShapeSTArea_Sqft,FEC_Street_Address,FEC_Building_Use,FEC_Flood_Zones,FEC_BFE,FEC_Elevation_Datum,FEC_Building_Status,FEC_TBF,FEC_TNHF,FEC_LHS,FEC_Attached_Garage,FEC_Lowest_Elevation_of_Equipment,FEC_Lowest _Adjacent_Grade,FEC_Highest_Adjacent_Grade,FEC_Lowest_Adjacent_Grade_at_Lowest_Stairs,FEC_Building_Diagram_Number,FEC_FFE,FFE_grnd_elev_m_NAVD88,FFE_grnd_elev_ft_NAVD88,FFE_shoreline_dist_m,FFE_bldg_diagram,FFE_foundation,FFE_elev_status,FFE_elev_desc,FFE_ffe_ft,FFE_nhf_ft,FFE_lhsm_ft,FFE_measurement_type,FFE_confidence,FFE__notes,SurgeElev_Avg_NAVD88_m,SurgeElev_Low_NAVD88_m,SurgeElev_High_NAVD88_m,SurgeWave_Avg_NAVD88_m,SurgeWave_Low_NAVD88_m,SurgeWave_High_NAVD88_m
FMB1213,26.433384,-81.911703,497138215,RES1-1SNB,W,76RWC3MQ+983-2-3-3-3,RES,1260,C,1.5,179745.834,89872.9171,AE,5.765261,affected,single family,no,no,No details provided,no,no,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+OSU,Full,"Minor amount of shingles missing from noaa along spines of roof, no other damage seen from OSU data",10228617,5555 AVENIDA PESCADORA,single family residential,Residential,1,1973,1982,120513,3380.854502,,,,,,,,,,,,,,,,,1.21,6.31,477.212342,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.918230126,3.578230126,4.258230126,4.112336165,3.772336165,4.452336165
FMB1214,26.43345,-81.913308,497138216,RES1-1SNB,W,76RWC3MP+9MP-2-2-3-3,RES,1311,C,1.5,128156.619,64078.3096,AE,7.441215,minor,single family,no,no,No Lee County damage detail or image,no,no,1,DS0,DS0,DS0,DS1,DS1,DS1,1,DS1,High,Aerial+OSU,Full,No Images on Steer,10228715,5465 AVENIDA PESCAD,single family residential,Residential,1,1964,1978,103901,2033.997802,,,,,,,,,,,,,,,,,2.08,7.77,365.349523,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,4.007720382,3.667720382,4.347720382,4.275875633,3.935875633,4.615875633
FMB1215,26.435994,-81.913372,497138218,RES1-1SNB,W,76RWC3PP+9MR-6-5-5-6,RES,3986,I,8,268247.399,134123.699,AE,5.141931,major,single family,no,no,No Lee County damage detail or image,no,no,1,DS0,DS1,DS0,DS0,DS0,DS1,1,DS1,High,Aerial+OSU,Full,No images on Steer. Only had a front view of house for analysis. OSU data 2 trucks blocking most of the front of the house. First floor elevation seems high,10228766,512 RANDY LN,single family residential,Residential,2,2017,2017,906699,7398.17935,,,,,,,,,,,,,,,,,1.18,5.27,567.042102,7,Wall,elevated,Probably Elevated,11.29328342,,,imagery,Low,"The house only has one view and there is a garage in the way, I talked to Sebas on the slack about it and there was no zillow so I had to go off what was seen. We assumed the house was possible elevated on wall foundations, the first floor elevation was measured to the balcony",3.846366318,3.506366318,4.186366318,4.010076686,3.670076686,4.350076686
FMB1216,26.436218,-81.913511,497138220,RES1-1SNB,W,76RWC3PP+FHQ-5-4-6-4,RES,2445,S,0.5,193138.251,96569.1258,AE,4.71374,minor,single family,no,no,No Lee County damage detail or image,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+OSU,Full,No images on Steer. Only have the front view of the house for analysis. Building completely destroyed,10228765,540 RANDY LANE,single family residential,Residential,1,1960,1987,183946,5243.84941,,,,,,,,,,,,,,,,,1.63,5.21,575.155809,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade so FFE is zero,3.839875353,3.499875353,4.179875353,4.001767271,3.661767271,4.341767271
FMB1217,26.436714,-81.914205,497138222,RES1-1SNB,W,76RWC3PP+M8M-4-4-4-4,RES,2370,C,1.5,262121.895,131060.947,AE,5.813748,minor,single family,no,no,No Lee County damage detail or image,no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+OSU,Full,No images on Steer. Had to use Google Pro to do after analysis. Only had the front view of the house for analysis,10228763,630 RANDY LN,single family residential,Residential,1,2008,2008,704252,4496.245163,,,,,,,,,,,,,,,,,1.22,6.35,566.733911,7,Wall,elevated,Probably Elevated,10.81481481,,,imagery,Low,"The house was one with steps up to the door but the door is not on a floor, its in like the middle. ",3.846612871,3.506612871,4.186612871,4.010394993,3.670394993,4.350394993
FMB1218,26.433425,-81.91467,497138224,RES1-1SNB,W,76RWC3MP+948-5-2-4-2,RES,1862,I,8,162204.364,81102.1821,AE,7.394766,minor,single family,no,no,not helpful,yes,yes,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Medium,Aerial+OSU,Full,building seems untouched,10228709,5315 AVENIDA PESCADORA,single family residential,Residential,1,2002,2003,397560,3270.372719,,,,,,,,,,,,,,,,,1.23,7.48,272.804883,7,Wall,elevated,Probably Elevated,8.789971645,,,imagery,High,,4.081756094,3.741756094,4.421756094,4.462169878,4.122169878,4.802169878
FMB1219,26.435809,-81.915352,497138226,RES1-1SNB,W,76RWC3PM+8VC-4-4-4-4,RES,2452,I,8,267455.368,133727.684,AE,6.243764,minor,single family,no,no,not helpful,yes,no,1,DS0,DS0,DS0,DS2,DS0,DS2,2,DS2,Medium,Aerial+StEER,Full,"some damage to windows, othwerwise no other damage",10228748,291 RANDY LN,single family residential,Residential,1,2007,2007,778451,3744.995331,,,,,,,,,,,,,,,,,1.47,7,415.27881,7,Wall,elevated,Likely Elevated,14.49622824,,,imagery,Medium,The house has easy lines to get but it is weird because it is one that has the door in the middle of the house (steps up to door but more steps inside). I used zillow and noticed the the bottom is just garage space so I measured my FFE to the next set of windows,3.967776952,3.627776952,4.307776952,4.1966515,3.8566515,4.5366515
FMB1220,26.434391,-81.915419,497138228,RES1-1SNB,W,76RWC3MM+QR4-4-3-3-3,RES,1212,S,0.5,122602.347,61301.1739,AE,6.159351,major,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS2,DS0,DS2,2,DS2,Medium,Aerial+StEER,Full,"Some damage to openings, otherwise no damage",10228782,5195 WILLIAMS DR,single family residential,Residential,1,1969,1984,133961,2137.991448,5195 Williams Drive,res,ae,10,navd,Finished,7.4,na,na,6.5,6.9,6.3,6.5,na,1A,7.4,1.37,6.41,297.34159,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade so FFE is zero,4.062126728,3.722126728,4.402126728,4.406412862,4.066412862,4.746412862
FMB1221,26.434097,-81.91596,497138230,RES1-1SNB,W,76RWC3MM+JJM-5-4-3-4,RES,1770,S,0.5,156055.335,78027.6675,AE,6.962193,minor,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS3,DS1,DS3,3,DS3,Medium,Aerial+StEER,Full,"Attachments very damaged / destroyed, structure is otherwise unharmed",10228723,5200 WILLIAMS DR,single family residential,Residential,1,1980,1988,193789,3794.985258,,,,,,,,,,,,,,,,,1.61,7.03,233.844603,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade so FFE is zero,4.112924318,3.772924318,4.452924318,4.56370033,4.22370033,4.90370033
FMB1222,26.433351,-81.916055,497138232,RES1-1SNB,C,76RWC3MM+8HW-2-2-3-3,RES,1074,I,8,114252.79,57126.395,VE,7.006641,minor,single family,no,no,not helpful,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+OSU,Full,washed away,10228703,5199 AVENIDA PESCADO,single family residential,Residential,1,1970,1981,91700,1772.384931,,,,,,,,,,,,,,,,,1.51,7.44,168.6188,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,4.16510496,3.82510496,4.50510496,4.786876659,3.886876659,5.686876659
FMB1223,26.436666,-81.916896,497138236,RES1-1SNB,W,76RWC3PM+M69-5-3-5-3,RES,2043,S,0.5,173400.432,86700.2161,AE,1.944341,major,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+OSU,Full,seems un damaged,10228821,21571 MADERA RD,single family residential,Residential,1,1977,1980,331420,4246.322908,,,,,,,,,,,,,,,,,1.64,5.86,380.695057,6,Piles/Columns,elevated,Likely Elevated,7.777290034,,6.970212766,imagery,High,"The lines were easy to get, I said a 6 foundation type because I saw on the osu footage the walls were breakway walls. ",3.995443954,3.655443954,4.335443954,4.250267222,3.910267222,4.590267222
FMB1224,26.434505,-81.916437,497138238,RES1-1SNB,W,76RWC3MM+RC4-3-3-4-4,RES,1171,S,0.5,120234.504,60117.2523,AE,7.70647,minor,single family,no,no,not helpful,yes,no,1,DS0,DS0,DS0,DS2,DS3,DS3,3,DS3,Medium,Aerial+StEER,Full,"attachments semi damaged, garage door destroyed",10228720,5146 WILLIAMS DR,single family residential,Residential,1,1968,1982,117938,2749.996122,,,,,,,,,,,,,,,,,1.25,7.46,234.77132,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade so FFE is zero,4.112182944,3.772182944,4.452182944,4.561065787,4.221065787,4.901065787
FMB1225,26.436603,-81.918246,497138240,RES1-1SNB,W,76RWC3PJ+JPR-4-3-4-4,RES,1722,I,8,152770.167,76385.0835,AE,3.257712,,,,,,no,no,2,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,High,Aerial+StEER,Full,no visible damage,10228792,350 BAYLAND RD,single family residential,Residential,1,1965,1991,349525,2081.90722,,,,,,,,,,,,,,,,,1.26,4.69,285.77744,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,8.938405797,,imagery,High,"Slab on grade so FFE is zero, but has a second story so there is a nhf",4.071378048,3.731378048,4.411378048,4.432006953,4.092006953,4.772006953
FMB1226,26.435302,-81.918883,497138242,RES1-1SNB,W,76RWC3PJ+4CH-3-3-4-3,RES,1568,C,1.5,142448.68,71224.3402,VE,4.785776,destroyed,single family,no,no,,yes,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,,Aerial+StEER,Full,"house is gone, external gazebo is gone",10228800,4963 ESTERO BLVD,single family residential,Residential,1,1975,1977,266744,3429.987461,,,,,,,,,,,,,,,,,1.4,5.41,137.024408,7,Wall,elevated,Probably Elevated,8.850800593,,,imagery,High,Used whole roof for measurements. Very easy to mark first floor and roof line. Made for an easy measurement,4.190380474,3.850380474,4.530380474,4.93410076,4.03410076,5.83410076
FMB1227,26.432932,-81.91385,497138244,RES1-1SNB,W,76RWC3MP+5FC-3-3-4-2,RES,1150,C,1.5,119000.436,59500.218,AE,4.567322,major,single family,no,no,No Lee County damage detail or image,yes,no,2,DS1,,,,,DS1,1,,,Aerial+OSU,Partial,No images on Steer. Can't get to the house on maps or google earth pro. Had to use zillow,10230194,5460 OAK RIDGE AVE,single family residential,Residential,1,1963,1981,221276,2353.95667,,,,,,,,,,,,,,,,,1.64,4.74,286.565198,7,Wall,elevated,Probably Elevated,,,,,Low,"no clear line of sight on structure, ",4.070747842,3.730747842,4.410747842,4.43022608,4.09022608,4.77022608
FMB1228,26.435541,-81.914631,497138246,RES1-1SNB,W,76RWC3PP+649-3-3-3-2,RES,2042,I,8,173346.745,86673.3728,AE,6.092259,minor,single family,no,no,not helpful,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+OSU,Full,seems un damaged,10228751,371 RANDY LN,single family residential,Residential,2,1997,1999,349666,2587.455222,,,,,,,,,,,,,,,,,1.2,6.39,440.285838,6,Piles/Columns,elevated,Likely Elevated,10.67,,8.352777778,imagery,Low,Is a house where the door is in the middle of the ground and first floor. I was able to get clear lines to get the FFE and Lowest Structural Member but I could not tell from the house if it had multiple stories or not. There was like no zillow pictures either so I assumed it just had a tall roof and wasnt two stories,3.94777133,3.60777133,4.28777133,4.160976317,3.820976317,4.500976317
FMB1229,26.434574,-81.913341,497138248,RES1-1SNB,W,76RWC3MP+RMF-5-3-4-4,RES,1754,I,8,217507.152,108753.576,AE,6.105575,minor,single family,no,no,No Lee County damage detail or image,no,no,2,DS0,DS0,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+OSU,Full,No images on Steer. Only have the front view of the house for analysis. ,10228737,5690 WILLIAMS DR,single family residential,Residential,1,1957,1980,156997,3644.9938,,,,,,,,,,,,,,,,,1.32,6.09,454.474499,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,3.936420401,3.596420401,4.276420401,4.141752305,3.801752305,4.481752305
FMB1230,26.436844,-81.914987,497138250,RES1-1SNB,W,76RWC3PP+P2J-5-3-4-4,RES,1735,I,8,215906.273,107953.136,AE,5.434136,major,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS1,DS1,DS1,1,DS1,Medium,Aerial+OSU,Full,minor damage to 1 window and some attachments,10228760,660 RANDY LN,single family residential,Residential,2,1978,1985,214611,3824.837823,,,,,,,,,,,,,,,,,1.89,6.41,530.585394,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,3.875531685,3.535531685,4.215531685,4.04917214,3.70917214,4.38917214
FMB1231,26.43732,-81.916392,497138252,RES1-1SNB,W,76RWC3PM+WCH-4-4-3-3,RES,1625,P,8,206312.925,103156.462,AE,5.345757,major,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+OSU,Full,seems un damaged,10228816,21501 MADERA RD,single family residential,Residential,1,1975,2006,158020,5018.959003,,,,,,,,,,,,,,,,,1.52,4.83,467.253491,8,Crawlspace,elevated,Likely Elevated,3.125,,,step,Medium,The house is at a culdasac and far off of the road so I can not get any measuremnts. From where I can see the building it does seem like a crawlspace and I can count the steps. However I am not super ocnfident it is crawspace which is why I gave it a low,3.926197207,3.586197207,4.266197207,4.125017919,3.785017919,4.465017919
FMB1232,26.436135,-81.918013,497138254,RES1-1SNB,W,76RWC3PJ+FQ5-5-3-5-4,RES,1760,I,8,155375.278,77687.639,AE,5.04095,destroyed,single family,no,no,not helpful,no,no,1,DS0,DS3,DS0,DS1,DS1,DS3,3,DS3,High,Aerial+OSU,Full,one wall seems to have had a large hole in it,10228806,21670 MADERA RD,single family residential,Residential,1,1971,1983,166825,3106.964095,,,,,,,,,,,,,,,,,1.55,5.46,263.244997,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,4.089404002,3.749404002,4.429404002,4.48546977,4.14546977,4.82546977
FMB1233,26.435222,-81.918704,497138256,RES1-2SNB,W,76RWC3PJ+3GM-4-3-3-3,RES,2880.070596,S,0.5,333640.0876,204729.1316,VE,4.475469,destroyed,single family,no,no,,yes,yes,2,DS3,DS3,DS3,DS3,DS0,DS3,3,DS3,,Aerial+StEER,Full,"2 dots one house small addition to house is completely gone, counted as detached structure. Foundation is significantly scoured.",10228801,4969 ESTERO BLVD,single family residential,Residential,1.8,1992,1994,245613,1747.994179,,,,,,,,,,,,,,,,,1.51,4.69,140.841637,5,Piles/Columns,elevated,Clearly Elevated,9.380225141,,8.18782364,imagery,High,Very open pictures of house to get measurements. Was easy to identify. It has a set of windows in the roof (jerkinheads) but I did not count that as a NHF.,4.18732669,3.84732669,4.52732669,4.914346531,4.014346531,5.814346531
FMB1234,26.435436,-81.919035,497138259,RES1-1SNB,W,76RWC3PJ+59G-4-3-4-3,RES,1120,I,8,117179.059,58589.5296,VE,5.175247,minor,single family,no,no,,no,no,1,DS2,DS1,DS0,DS2,DS2,DS2,2,DS2,,Aerial+StEER,Full,"roof damage is significant but not easy to see, ",10228799,4903 ESTERO BLVD,single family residential,Residential,1,1963,1979,95545,2224.004977,,,,,,,,,,,,,,,,,1.62,5.57,136.214466,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,4.191028427,3.851028427,4.531028427,4.938373354,4.038373354,5.838373354
FMB1235,26.433385,-81.91261,497138260,RES1-1SNB,W,76RWC3MP+9X2-3-3-3-3,RES,2097,C,1.5,243950.895,121975.447,AE,6.470642,minor,single family,no,no,No Lee County damage detail or image,yes,no,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,High,Aerial+OSU,Full,No images on Steer. Only have the front view of the house for analysis. ,10228613,5511 AVENIDA PESCADORA,single family residential,Residential,1,2009,2009,327599,4526.858615,,,,,,,,,,,,,,,,,1.34,7.14,410.232283,7,Wall,elevated,Probably Elevated,5.506974063,,,imagery,Medium,difficult line of sight,3.971814174,3.631814174,4.311814174,4.204149554,3.864149554,4.544149554
FMB1236,26.434952,-81.913042,497138262,RES1-1SNB,W,76RWC3MP+XQP-3-4-4-4,RES,1754,S,0.5,154966.144,77483.072,AE,3.569272,major,single family,no,no,No Lee County damage detail or image,no,no,1,DS0,,,,,DS0,0,,,Aerial Only,Partial,No images on Steer. No before pictures on maps or google pro. ,10228638,5670 WILLIAMS DR,single family residential,Residential,1,1956,1986,155379,3818.001132,,,,,,,,,,,,,,,,,1.28,4.26,505.877816,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on grade,3.895297747,3.555297747,4.235297747,4.077461319,3.737461319,4.417461319
FMB1237,26.433394,-81.91398,497138264,RES1-1SNB,W,76RWC3MP+9C2-3-3-2-3,RES,1508,S,0.5,139070.771,69535.3855,AE,7.917017,major,single family,no,no,No Lee County damage detail or image,no,no,1,DS1,DS0,DS0,DS3,DS3,DS3,3,DS3,High,Aerial+OSU,Full,No images on Steer. Fencing was destroyed ,10228712,5377 AVENIDA PESCAD,single family residential,Residential,1,1980,1984,146530,3821.999804,,,,,,,,,,,,,,,,,1.52,8.1,313.563934,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,4.049148853,3.709148853,4.389148853,4.372369954,4.032369954,4.712369954
FMB1238,26.434356,-81.916285,497138266,RES1-1SNB,W,76RWC3MM+PFW-4-4-4-4,RES,1981,I,8,235354.086,117677.043,AE,7.968613,minor,single family,no,no,not helpful,no,no,1,DS0,DS5,DS0,DS2,DS2,DS5,5,DS5,High,Aerial+StEER,Full,Big gaping hole in front wall,10228721,5150 WILLIAMS DR,single family residential,Residential,1,1981,1986,202937,4620.909985,,,,,,,,,,,,,,,,,1.7,8.14,231.840021,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,4.114527983,3.774527983,4.454527983,4.569440273,4.229440273,4.909440273
FMB1239,26.433537,-81.916434,497138268,RES1-1SNB,W,76RWC3MM+CC8-4-3-5-4,RES,1501,I,8,197103.478,98551.7393,VE,7.042785,major,single family,no,no,not helpful,no,no,1,DS3,DS5,DS0,DS2,DS2,DS5,5,DS5,High,Aerial+StEER,Full,large holes in walls / roof,10228701,5177 ESTERO BLVD,single family residential,Residential,1,1964,1978,150198,3562.013332,,,,,,,,,,,,,,,,,1.42,7.64,155.930139,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,4.175255889,3.835255889,4.515255889,4.841865519,3.941865519,5.741865519
FMB1240,26.434735,-81.916809,497138270,RES1-1SNB,W,76RWC3MM+V7W-4-3-4-4,RES,2243,C,1.5,254058.124,127029.062,AE,7.205842,minor,single family,no,no,not helpful,yes,no,1,DS2,DS1,DS0,DS1,DS0,DS2,2,DS1,Medium,Aerial+StEER,Full,some damage to awning,10228718,5130 WILLIAMS DR,single family residential,Residential,2,1995,1997,452669,3361.861279,,,,,,,,,,,,,,,,,1.22,7.24,233.0982,7,Wall,elevated,Probably Elevated,9.622191011,,,imagery,High,"Half of roof was covered by tree so I only measured parts of the roof, the bottom looked like a living space but zillow listed it as a ""bonus space"". Confident in answer as step count is only a foot off.",4.11352144,3.77352144,4.45352144,4.565830976,4.225830976,4.905830976
FMB1241,26.433985,-81.913163,497138272,RES1-1SNB,W,76RWC3MP+HPW-3-3-4-3,RES,1930,I,8,166624.666,83312.3331,AE,7.382558,major,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+StEER,Full,no visible damage,10228735,5440 WILLIAMS DR,single family residential,Residential,1,1973,1984,173957,2760.831815,,,,,,,,,,,,,,,,,1.38,7.67,418.29626,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,3.965362992,3.625362992,4.305362992,4.192217931,3.852217931,4.532217931
FMB1242,26.435677,-81.914998,497138274,RES1-1SNB,W,76RWC3PP+72C-4-4-4-4,RES,1826,S,0.5,223423.534,111711.767,AE,6.254168,minor,single family,no,no,not helpful,no,no,1,DS0,DS0,DS0,DS0,DS1,DS1,1,DS1,Medium,Aerial+StEER,Full,one broken window,10228749,331 RANDY LANE,single family residential,Residential,1,1964,1986,193320,3790.99821,331 Randy Ln,res,ae,10,NAVD,Finished,7.9,,,6.6,6.7,5.9,6.8,6.8,1A,7.9,1.46,6.21,427.444918,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,3.958044066,3.618044066,4.298044066,4.178996519,3.838996519,4.518996519
FMB1243,26.434473,-81.915654,497138276,RES1-1SNB,W,76RWC3MM+QPQ-6-3-5-4,RES,2079,I,8,242642.803,121321.401,AE,6.490234,minor,single family,no,no,not helpful,no,no,1,DS2,DS0,DS0,DS0,DS0,DS2,2,DS0,Medium,Aerial+StEER,Full,roof is missing shingles,10228781,5175 WILLIAMS DR,single family residential,Residential,1,1959,1992,276592,4611.656713,,,,,,,,,,,,,,,,,1.72,6.57,284.040236,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,4.072767811,3.732767811,4.412767811,4.435954187,4.095954187,4.775954187
FMB1244,26.433389,-81.912846,497138279,RES1-1SNB,W,76RWC3MP+9V2-3-3-3-2,RES,1197,C,1.5,121715.738,60857.8692,AE,6.596998,minor,single family,no,no,No Lee County damage detail or image,no,no,1,DS0,DS0,DS0,DS1,DS0,DS1,1,DS1,High,Aerial+OSU,Full,No images on Steer. House was completely destroyed ,10228612,5485 AVENIDA PESCADORA,single family residential,Residential,1,1982,1987,150203,2135.991456,,,,,,,,,,,,,,,,,1.5,7.37,395.438933,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.983648854,3.643648854,4.323648854,4.226753455,3.886753455,4.566753455
FMB1245,26.437299,-81.917652,497138281,RES1-2SNB,W,76RWC3PJ+WW9-4-3-3-4,RES,2624,S,0.5,206561.632,103280.816,AE,-1.095746,major,single family,no,no,not helpful,yes,no,1,DS0,DS0,DS0,DS0,DS0,DS0,0,DS0,Low,Aerial+StEER,Full,garage doorsa damaged,10228788,390 BAYLAND RD,single family residential,Residential,1,1965,1986,239818,4920.747411,,,,,,,,,,,,,,,,,1.6,4.49,383.013491,7,Wall,elevated,Likely Elevated,8.01059322,,,imagery,High,Likely elevated was given because I did not see any front door on the bottom floor. The roof line was easy to measure. No obvious marking for floor level on front of building so I used the deck as referance. Step count gives vaule that is close to what I got as well.,3.993589207,3.653589207,4.333589207,4.246501268,3.906501268,4.586501268
FMB1246,26.435774,-81.918278,497138283,RES1-1SNB,W,76RWC3PJ+8M5-5-3-4-4,RES,1953,I,8,168095.792,84047.8963,AE,5.066574,destroyed,single family,no,no,not helpful,no,no,1,DS0,DS3,DS0,DS1,DS3,DS3,3,DS3,High,Aerial+OSU,Full,"damage to 1 large wall area, lots of openings damaged",10228804,21710 MADERA RD,single family residential,Residential,1,1968,1987,179146,3533.835812,,,,,,,,,,,,,,,,,1.29,5.78,215.306198,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,4.127755042,3.787755042,4.467755042,4.619066969,4.279066969,4.959066969
FMB1247,26.433395,-81.916281,497138285,RES1-1SNB,W,76RWC3MM+9F5-4-3-4-4,RES,2558.541968,I,8,245267.5686,163869.826,VE,6.753158,major,single family,no,no,not helpful,yes,yes,1,DS0,DS3,DS2,DS3,DS3,DS3,3,DS3,High,Aerial+StEER,Full,"Lots of damage to attachments  / piles, and 1 hole in the wall",10228702,5195 ESTERO BLVD,single family residential,Residential,1,1989,1993,358523,4119.847233,,,,,,,,,,,,,,,,,1.47,6.69,157.579385,7,Wall,elevated,Likely Elevated,9.927303852,,,imagery,High,elevated utilities,4.173936492,3.833936492,4.513936492,4.834433603,3.934433603,5.734433603
FMB1248,26.433,-81.910458,497138289,RES1-1SNB,W,76RWC3MQ+6R3-1-4-2-4,RES,2088,I,8,175784.717,87892.3588,AE,2.368298,minor,multi-family,no,no,No details provided,yes,yes,1,DS1,DS0,DS0,DS0,DS0,DS1,1,DS0,Medium,Aerial+OSU,Full,"Minor amount of shingles gone from noaa, from OSU data, no damage seen, though, the images do not get close and only one angle of view is available",10230541,5592 AVENIDA PASCADORA,single family residential,Residential,1,1974,1984,167247,1919.955572,,,,,,,,,,,,,,,,,1.46,4.59,548.629275,7,Wall,elevated,Likely Elevated,7.290954064,,,imagery,High,utility isnt elevated but clearly feeds directly into top floor,3.86109658,3.52109658,4.20109658,4.029450098,3.689450098,4.369450098
FMB1249,26.433409,-81.911915,497138291,RES1-1SNB,W,76RWC3MQ+968-3-3-4-3,RES,1701,C,1.5,213000.256,106500.128,AE,6.134089,minor,single family,no,no,No Lee County damage detail or image,no,no,1,DS5,DS5,DS6,DS3,DS3,DS6,6,DS6,High,Aerial+OSU,Full,No images on Steer. Attached structures were the main things that were destroyed.,10228616,5545 AVENIDA PESCADORA,single family residential,Residential,1,1960,1985,189633,3972.864563,5545 Avenida Pescadora,res,ae,10,navd,Finished,6.7,na,na,6.7,8.5,6.3,6.4,na,1A,6.7,1.54,6.72,465.48315,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,slab on grade,3.92761348,3.58761348,4.26761348,4.127304716,3.787304716,4.467304716
FMB1250,26.433988,-81.91367,497138293,RES1-1SNB,W,76RWC3MP+HGW-3-3-2-3,RES,1598,S,0.5,203922.262,101961.131,AE,7.922597,,,,,No search result on Lee County,no,no,1,DS0,DS0,DS2,DS1,DS2,DS2,2,DS2,High,Aerial+StEER,Full,Did analysis using Steer. Main damage was to an attached back patio structure ,10228733,5420 WILLIAMS DR,single family residential,Residential,1,1973,1981,159506,3133.995704,,,,,,,,,,,,,,,,,1.53,8.01,383.573447,1A,Slab-on-Grade,not-elevated,Clearly Not Elevated,0,,,imagery,High,Slab on Grade,3.993141242,3.653141242,4.333141242,4.245595618,3.905595618,4.585595618
