,agent_id,origin_nid,destin_nid,hour,quarter,tour_category,person_id
205,205,2355,2349,7,3,MANDATORY,7186505
20695,20695,2355,2691,8,0,MANDATORY,707266
19875,19875,2633,2354,7,1,MANDATORY,3705546
10724,10724,2398,1542,7,5,MANDATORY,4614441
4960,4960,2173,1907,7,1,MANDATORY,6641198
26698,26698,2355,266,8,1,MANDATORY,447261
21631,21631,645,2354,7,1,MANDATORY,2013687
19555,19555,1084,2354,7,4,MANDATORY,4839112
12754,12754,1477,1542,8,2,MANDATORY,4762777
6320,6320,2355,178,8,1,MANDATORY,3703551
10135,10135,2328,1542,7,3,MANDATORY,3186690
24896,24896,2717,2354,7,3,MANDATORY,2989650
14719,14719,2133,84,7,0,MANDATORY,6123210
15114,15114,337,2555,8,2,MANDATORY,2689895
25943,25943,833,1878,8,1,MANDATORY,2989706
29346,29346,2355,2092,7,2,MANDATORY,4177517
6038,6038,2355,2251,7,1,MANDATORY,4838047
21426,21426,604,2354,7,0,MANDATORY,4373095
18270,18270,2280,2354,8,2,MANDATORY,4839030
15912,15912,883,2354,8,4,MANDATORY,3197253
16603,16603,2114,1049,7,4,MANDATORY,2073823
18808,18808,847,84,7,5,MANDATORY,3983298
1868,1868,2173,76,7,1,MANDATORY,4599937
2594,2594,2424,1511,8,1,MANDATORY,1171165
4717,4717,411,2354,7,5,MANDATORY,5864513
20394,20394,2674,2354,8,3,MANDATORY,2013600
27495,27495,2355,2037,7,5,MANDATORY,7579470
6091,6091,2355,1127,7,2,MANDATORY,1419183
23405,23405,2597,2688,7,4,MANDATORY,2989792
12838,12838,845,84,7,2,MANDATORY,7733332
671,671,2424,1500,8,0,MANDATORY,4524761
6425,6425,1884,1578,7,5,MANDATORY,1882679
25710,25710,2532,2354,7,4,MANDATORY,4067054
4210,4210,2173,821,7,3,MANDATORY,2049444
23585,23585,1641,1469,7,3,MANDATORY,823950
25186,25186,2530,754,8,2,MANDATORY,823197
12087,12087,1604,1542,8,3,MANDATORY,158701
27780,27780,2355,1614,8,4,MANDATORY,4766346
22050,22050,1980,2354,7,4,MANDATORY,5486240
5955,5955,2355,2659,8,4,MANDATORY,3562093
18529,18529,1871,2354,7,1,MANDATORY,4615336
16202,16202,809,2354,7,1,MANDATORY,3221558
7964,7964,553,2431,7,0,MANDATORY,7004728
12475,12475,2568,1592,7,0,MANDATORY,3197090
9347,9347,1966,38,7,3,MANDATORY,5219264
13064,13064,284,84,7,0,MANDATORY,7636132
27543,27543,2355,689,7,1,MANDATORY,1930535
18689,18689,2285,2354,7,5,MANDATORY,6046872
26885,26885,2355,318,8,3,MANDATORY,5042579
6414,6414,1884,2555,7,0,MANDATORY,1228301
769,769,2424,1017,8,2,MANDATORY,6880405
18692,18692,1127,2354,7,4,MANDATORY,627118
8118,8118,552,2431,8,4,MANDATORY,3249613
7364,7364,156,84,8,0,MANDATORY,7004618
23967,23967,1185,408,7,0,MANDATORY,826003
8142,8142,68,522,7,2,MANDATORY,6045780
18579,18579,2450,2354,7,0,MANDATORY,1111424
19907,19907,2448,2354,7,5,MANDATORY,7006413
6431,6431,1884,654,7,4,MANDATORY,5219069
16840,16840,2541,2354,7,3,MANDATORY,7322934
8794,8794,2476,2059,8,5,MANDATORY,3562889
28079,28079,2355,528,8,2,MANDATORY,3989884
7447,7447,267,84,7,5,MANDATORY,3704072
25297,25297,1185,2354,7,1,MANDATORY,2338794
10920,10920,56,1542,8,1,MANDATORY,3186619
29285,29285,2355,132,7,0,MANDATORY,5787721
23670,23670,836,2354,7,0,MANDATORY,823544
24246,24246,2522,2354,8,2,MANDATORY,4067070
1762,1762,2424,111,8,4,MANDATORY,4598585
12054,12054,2713,1542,7,3,MANDATORY,4047808
27894,27894,614,84,8,3,MANDATORY,2616468
25009,25009,2580,383,8,5,MANDATORY,2990209
6088,6088,2355,1444,8,4,MANDATORY,5673350
21328,21328,219,2354,7,0,MANDATORY,87288
6967,6967,1343,84,8,3,MANDATORY,4277161
7112,7112,1988,84,7,3,MANDATORY,1769886
17596,17596,1754,944,8,5,MANDATORY,6046500
11950,11950,417,1542,8,4,MANDATORY,3247298
14350,14350,1778,84,7,3,MANDATORY,5170283
27052,27052,2355,1200,8,1,MANDATORY,5487685
23255,23255,1276,2354,7,1,MANDATORY,824739
23006,23006,1035,713,8,4,MANDATORY,4839332
9521,9521,1394,2059,7,3,MANDATORY,1047975
20789,20789,1150,2354,7,1,MANDATORY,669631
5875,5875,2355,208,8,0,MANDATORY,2886114
23857,23857,2434,2473,7,5,MANDATORY,2989176
23117,23117,1688,2354,7,2,MANDATORY,1177947
23231,23231,2502,2049,8,4,MANDATORY,7805004
12305,12305,1711,2607,8,0,MANDATORY,822524
16659,16659,247,2547,8,1,MANDATORY,4427026
549,549,2355,1998,7,4,MANDATORY,6153757
16181,16181,1439,1344,7,0,MANDATORY,3054883
2716,2716,2424,229,8,3,MANDATORY,2338578
25114,25114,1725,2337,7,2,MANDATORY,2990141
24473,24473,2021,2354,7,0,MANDATORY,2989361
717,717,2424,1609,7,2,MANDATORY,6328307
18688,18688,263,2354,8,2,MANDATORY,6046871
20000,20000,1481,2354,7,2,MANDATORY,5866611
10494,10494,2411,1542,8,3,MANDATORY,5219302
22321,22321,204,2354,8,5,MANDATORY,945546
20305,20305,170,2354,7,5,MANDATORY,461362
4707,4707,2355,232,8,0,MANDATORY,5134534
19207,19207,2113,2354,8,0,MANDATORY,587875
23724,23724,2490,1379,7,2,MANDATORY,5933939
11982,11982,1375,1542,7,4,MANDATORY,1770401
13889,13889,1858,84,7,5,MANDATORY,158893
12743,12743,1878,1542,7,0,MANDATORY,3231690
13836,13836,13,84,7,3,MANDATORY,5485471
12352,12352,118,1542,7,3,MANDATORY,7636098
8076,8076,1918,2431,8,3,MANDATORY,4614262
17015,17015,1408,2354,8,2,MANDATORY,5485935
8338,8338,1956,2431,8,1,MANDATORY,1531480
25307,25307,2588,2354,7,0,MANDATORY,824297
21759,21759,947,2354,7,2,MANDATORY,398375
2518,2518,2424,610,7,1,MANDATORY,2766846
20319,20319,1393,2591,8,3,MANDATORY,2689970
12162,12162,2577,1542,7,2,MANDATORY,3704659
10091,10091,705,1542,7,1,MANDATORY,5170021
316,316,2355,1677,7,0,MANDATORY,6822988
5880,5880,2355,283,8,3,MANDATORY,3700694
15259,15259,1360,2635,7,4,MANDATORY,2887629
18227,18227,7,2354,7,0,MANDATORY,2887696
7079,7079,1773,84,8,2,MANDATORY,7004535
15327,15327,1102,84,7,5,MANDATORY,159069
1632,1632,2424,2683,7,5,MANDATORY,357029
2493,2493,2424,852,7,4,MANDATORY,4604450
25087,25087,2535,573,7,0,MANDATORY,159660
20320,20320,194,2354,8,3,MANDATORY,2689971
10207,10207,571,1542,8,5,MANDATORY,7321746
16612,16612,759,2354,7,0,MANDATORY,442792
19694,19694,162,1278,7,5,MANDATORY,848380
27728,27728,1510,2558,8,3,MANDATORY,3736922
7757,7757,478,2431,7,5,MANDATORY,3320458
6357,6357,2355,742,8,5,MANDATORY,1176664
27471,27471,2355,197,8,5,MANDATORY,2181664
25240,25240,1356,2354,7,3,MANDATORY,159698
16719,16719,247,2354,8,0,MANDATORY,7322450
1094,1094,1565,1542,8,0,MANDATORY,4587070
9867,9867,1537,1542,7,0,MANDATORY,1770058
18867,18867,2005,2354,7,3,MANDATORY,669532
7308,7308,849,1724,7,4,MANDATORY,6743611
325,325,2355,88,8,3,MANDATORY,5623072
16039,16039,1272,2354,7,5,MANDATORY,1589498
18741,18741,1652,2354,7,5,MANDATORY,6046841
19679,19679,1078,2354,8,4,MANDATORY,5486196
6731,6731,1808,84,7,3,MANDATORY,7176307
24811,24811,2519,1699,7,5,MANDATORY,7489843
7032,7032,1842,84,8,2,MANDATORY,6743668
4720,4720,1884,2492,7,3,MANDATORY,6243688
27822,27822,1133,2354,7,5,MANDATORY,6815230
13904,13904,1206,84,8,0,MANDATORY,2257825
4544,4544,591,2354,8,4,MANDATORY,7001435
23361,23361,2701,2354,8,5,MANDATORY,462067
9433,9433,1472,2059,7,5,MANDATORY,158393
16438,16438,2276,2354,8,1,MANDATORY,1647280
5193,5193,2173,2719,7,2,MANDATORY,6244608
2232,2232,2424,106,8,4,MANDATORY,3698344
26027,26027,2355,280,8,3,MANDATORY,2087458
6111,6111,2355,2694,8,2,MANDATORY,4762279
1643,1643,2424,617,8,4,MANDATORY,4268721
14052,14052,862,84,8,2,MANDATORY,7623135
15590,15590,2213,84,8,0,MANDATORY,2775849
22740,22740,1892,751,8,3,MANDATORY,443281
29210,29210,2355,1426,7,5,MANDATORY,3355736
27828,27828,2355,291,7,3,MANDATORY,372721
2793,2793,812,2354,7,0,MANDATORY,3556754
24432,24432,776,683,8,2,MANDATORY,461489
11244,11244,2424,1978,7,0,MANDATORY,4066742
12851,12851,2442,84,7,1,MANDATORY,3320628
19343,19343,1657,2354,7,4,MANDATORY,2937235
28175,28175,2355,945,7,2,MANDATORY,5960842
16771,16771,599,2354,7,2,MANDATORY,7006202
28152,28152,2355,1065,8,2,MANDATORY,4848086
4433,4433,2173,1392,8,3,MANDATORY,5168855
22193,22193,228,1868,7,1,MANDATORY,6047148
22046,22046,1664,160,8,1,MANDATORY,848483
26713,26713,2355,2665,7,1,MANDATORY,2690793
9396,9396,34,2059,7,3,MANDATORY,5219258
12768,12768,1672,1542,8,2,MANDATORY,3176409
29159,29159,2355,545,8,2,MANDATORY,6565223
27582,27582,2355,234,7,2,MANDATORY,4765649
17009,17009,758,2354,7,5,MANDATORY,7322793
19054,19054,679,2450,7,5,MANDATORY,159294
18640,18640,1628,2354,8,1,MANDATORY,7006368
26856,26856,2355,278,7,4,MANDATORY,3395212
19153,19153,468,1626,8,2,MANDATORY,2776017
29368,29368,2355,280,8,0,MANDATORY,3360399
16169,16169,457,839,8,0,MANDATORY,1927958
27531,27531,2355,447,8,5,MANDATORY,4102483
9505,9505,2066,2022,7,4,MANDATORY,5865796
13271,13271,102,84,8,4,MANDATORY,2887491
4584,4584,2355,119,8,3,MANDATORY,3866791
21782,21782,236,2354,7,0,MANDATORY,7006600
26113,26113,1884,730,7,1,MANDATORY,443987
11190,11190,1720,2354,8,4,MANDATORY,792110
18083,18083,1627,2354,7,3,MANDATORY,443020
6012,6012,2355,2596,7,0,MANDATORY,3982607
21163,21163,1175,2354,7,5,MANDATORY,7006519
24657,24657,1845,2354,8,2,MANDATORY,462338
7873,7873,1913,2431,7,1,MANDATORY,3813817
13627,13627,1651,84,7,4,MANDATORY,1690314
19389,19389,1613,2354,8,5,MANDATORY,2776288
12519,12519,110,2070,8,2,MANDATORY,5675600
9121,9121,1729,2059,8,4,MANDATORY,4614368
25660,25660,719,724,8,1,MANDATORY,2989476
17707,17707,1325,2354,7,0,MANDATORY,7322992
28212,28212,2173,1617,7,0,MANDATORY,6135308
18190,18190,269,2686,7,5,MANDATORY,7323178
16988,16988,246,1626,8,5,MANDATORY,1690432
7317,7317,1619,84,7,3,MANDATORY,3704104
26729,26729,2355,233,8,0,MANDATORY,588250
14515,14515,2216,1154,8,0,MANDATORY,4614933
22749,22749,2049,2354,8,5,MANDATORY,2074129
4402,4402,2173,1920,8,4,MANDATORY,5937666
9985,9985,327,1542,7,3,MANDATORY,6519957
6239,6239,2173,656,8,5,MANDATORY,1419370
24013,24013,2434,2354,8,5,MANDATORY,7490282
27512,27512,2092,2354,8,5,MANDATORY,2019550
11542,11542,2424,1982,7,2,MANDATORY,7321944
2122,2122,2424,1892,7,1,MANDATORY,2934452
24016,24016,2355,1294,8,2,MANDATORY,1209654
12712,12712,2444,1542,7,1,MANDATORY,6642675
25097,25097,2108,2593,8,2,MANDATORY,7490072
19656,19656,369,2354,8,1,MANDATORY,7323867
24544,24544,2232,2354,7,5,MANDATORY,461592
7069,7069,2056,2431,8,4,MANDATORY,3308113
21423,21423,1378,2354,8,0,MANDATORY,669660
9744,9744,2419,1542,7,0,MANDATORY,1531576
27745,27745,2355,23,8,2,MANDATORY,372289
4791,4791,1884,2672,7,1,MANDATORY,4188460
18577,18577,966,110,7,1,MANDATORY,443033
26588,26588,2355,1800,8,0,MANDATORY,5486713
13754,13754,735,84,8,3,MANDATORY,3563395
16752,16752,1193,2354,7,3,MANDATORY,3983077
26492,26492,2355,313,7,2,MANDATORY,6521322
24017,24017,1278,2354,8,5,MANDATORY,1209654
4308,4308,1205,84,8,1,MANDATORY,2317471
8374,8374,2056,2431,8,4,MANDATORY,4102200
15022,15022,575,84,7,1,MANDATORY,3705177
1662,1662,1076,2354,8,3,MANDATORY,4597585
20118,20118,662,2354,7,1,MANDATORY,2887852
2494,2494,2424,2674,7,1,MANDATORY,4604388
16492,16492,2155,2354,7,5,MANDATORY,2013477
24627,24627,688,2354,7,3,MANDATORY,2338680
15099,15099,1372,84,8,0,MANDATORY,5675941
24194,24194,383,2354,8,2,MANDATORY,461579
22355,22355,1506,2101,8,0,MANDATORY,4048161
18120,18120,2602,2354,7,4,MANDATORY,2013557
22569,22569,2081,2354,7,1,MANDATORY,3483464
2401,2401,2424,146,8,2,MANDATORY,3440784
10335,10335,2327,1542,7,2,MANDATORY,2281651
19898,19898,224,2354,8,5,MANDATORY,3946870
15186,15186,634,84,7,0,MANDATORY,3705214
12253,12253,840,1542,7,5,MANDATORY,365750
13690,13690,612,84,7,3,MANDATORY,2887598
17499,17499,902,596,8,3,MANDATORY,7322888
24565,24565,570,2354,7,2,MANDATORY,4067355
13822,13822,983,84,7,0,MANDATORY,3704852
8416,8416,822,2431,8,1,MANDATORY,4614219
24308,24308,2586,2354,7,0,MANDATORY,4066978
8723,8723,915,800,7,3,MANDATORY,2257689
12462,12462,1943,1542,7,4,MANDATORY,3704620
19957,19957,2433,2354,7,4,MANDATORY,1928127
9087,9087,2076,2059,7,0,MANDATORY,5051880
11730,11730,2486,1542,7,4,MANDATORY,6046215
16473,16473,1745,2541,7,4,MANDATORY,3983111
14146,14146,929,84,8,1,MANDATORY,2689859
27956,27956,2355,833,7,1,MANDATORY,4626503
5541,5541,2555,1542,7,1,MANDATORY,519386
11972,11972,118,1201,7,2,MANDATORY,2281711
2638,2638,2424,670,8,4,MANDATORY,624257
12842,12842,2642,284,8,1,MANDATORY,6046236
1368,1368,2424,907,8,2,MANDATORY,3548146
17837,17837,2694,1888,7,4,MANDATORY,2989057
5359,5359,1884,1566,8,1,MANDATORY,5169230
27105,27105,2355,1492,7,1,MANDATORY,7767671
17333,17333,675,2354,8,4,MANDATORY,54542
11195,11195,2424,2178,7,0,MANDATORY,5020370
21785,21785,1733,2604,8,1,MANDATORY,4373091
29240,29240,2355,627,7,0,MANDATORY,4682204
20097,20097,2355,1928,7,0,MANDATORY,398327
2279,2279,2424,1880,7,4,MANDATORY,5305734
13708,13708,2165,2354,8,5,MANDATORY,627050
10444,10444,403,1542,7,2,MANDATORY,5933153
27633,27633,1478,2059,7,2,MANDATORY,2020264
27514,27514,2355,2574,8,1,MANDATORY,7336117
12356,12356,1565,1542,8,3,MANDATORY,4189580
1964,1964,2424,429,8,4,MANDATORY,1837790
18093,18093,2227,2354,7,1,MANDATORY,1771108
16312,16312,506,2354,7,4,MANDATORY,2222834
1676,1676,2424,2377,8,5,MANDATORY,2278865
18329,18329,251,2354,8,2,MANDATORY,1771094
21148,21148,1591,2354,7,3,MANDATORY,2556804
23606,23606,567,2354,7,2,MANDATORY,462284
7435,7435,351,84,7,1,MANDATORY,158332
9907,9907,300,1542,8,4,MANDATORY,5773728
19012,19012,2582,2354,7,5,MANDATORY,4615376
17568,17568,897,1349,7,4,MANDATORY,4615147
5316,5316,1884,1091,7,2,MANDATORY,6641678
26280,26280,2355,970,7,0,MANDATORY,7490852
17765,17765,907,1376,7,3,MANDATORY,5701724
5578,5578,1884,1670,8,0,MANDATORY,4166581
21663,21663,1173,2354,7,3,MANDATORY,4048129
23100,23100,670,2354,8,3,MANDATORY,2776507
4580,4580,2355,1993,7,2,MANDATORY,2936385
2720,2720,2424,109,8,2,MANDATORY,790944
23065,23065,1588,2354,7,2,MANDATORY,5676311
24224,24224,842,84,8,1,MANDATORY,2989270
22892,22892,1884,654,8,2,MANDATORY,4277876
22161,22161,198,2354,7,4,MANDATORY,4350160
12456,12456,1860,1542,8,1,MANDATORY,1048061
108,108,2355,273,8,1,MANDATORY,600063
18839,18839,2259,2354,8,1,MANDATORY,2937264
24057,24057,1109,1816,7,3,MANDATORY,462061
7609,7609,1757,84,7,5,MANDATORY,4277142
1140,1140,2424,2157,7,1,MANDATORY,2930396
14837,14837,1941,84,8,3,MANDATORY,3900199
5638,5638,1884,1397,8,4,MANDATORY,4613158
28487,28487,958,1542,8,3,MANDATORY,4768993
903,903,2424,2713,7,0,MANDATORY,5928556
28348,28348,1884,117,8,3,MANDATORY,6537542
7547,7547,1954,84,8,2,MANDATORY,5169879
2549,2549,2424,506,7,2,MANDATORY,153804
19774,19774,627,2354,7,3,MANDATORY,2689998
9828,9828,2638,1542,8,1,MANDATORY,3982824
13196,13196,992,84,7,1,MANDATORY,3704798
8379,8379,2614,2431,8,5,MANDATORY,1646787
875,875,2424,835,8,3,MANDATORY,4361965
8160,8160,1308,2040,8,4,MANDATORY,4614256
17007,17007,2260,2354,8,0,MANDATORY,1771064
17875,17875,1148,2354,8,5,MANDATORY,3983358
9074,9074,2457,84,8,1,MANDATORY,1531500
6690,6690,1943,1997,7,4,MANDATORY,3283357
13686,13686,2313,945,8,4,MANDATORY,848286
25686,25686,791,2354,7,3,MANDATORY,462278
8205,8205,2501,2431,8,2,MANDATORY,3148453
16013,16013,2559,2354,8,2,MANDATORY,7006038
25689,25689,718,2354,8,3,MANDATORY,4067465
7399,7399,1209,84,7,5,MANDATORY,5674810
17111,17111,1046,2354,8,3,MANDATORY,5485927
20221,20221,2204,2354,7,5,MANDATORY,2281856
24923,24923,1585,2354,7,0,MANDATORY,4067224
19066,19066,2251,1590,8,2,MANDATORY,2538147
23030,23030,2596,1115,8,1,MANDATORY,2776526
740,740,2424,275,8,5,MANDATORY,996470
889,889,2424,2590,8,0,MANDATORY,6216241
842,842,2424,28,8,4,MANDATORY,3522637
10639,10639,2387,1459,7,5,MANDATORY,2775505
27576,27576,2355,70,8,3,MANDATORY,3868513
24549,24549,722,994,7,3,MANDATORY,7490353
19086,19086,573,2354,8,4,MANDATORY,3983435
20090,20090,2589,2354,7,5,MANDATORY,7323895
12022,12022,1375,1542,8,4,MANDATORY,5343642
8531,8531,523,2059,8,4,MANDATORY,5484500
22323,22323,1920,2478,8,5,MANDATORY,945548
27741,27741,2355,122,7,3,MANDATORY,6526012
16662,16662,591,2354,8,5,MANDATORY,2887664
22134,22134,2689,2354,8,1,MANDATORY,1771390
21119,21119,1593,2354,8,1,MANDATORY,569268
16938,16938,2012,2354,8,0,MANDATORY,5676101
15879,15879,2549,2354,8,2,MANDATORY,1647256
15308,15308,2035,84,7,2,MANDATORY,3176512
27485,27485,2355,847,7,0,MANDATORY,6051217
21893,21893,1054,2278,8,1,MANDATORY,443331
21055,21055,943,2354,8,1,MANDATORY,822617
24343,24343,633,2354,8,4,MANDATORY,2338918
6943,6943,2158,84,7,0,MANDATORY,3176114
18421,18421,1144,2354,7,5,MANDATORY,7323222
8370,8370,1013,2431,8,2,MANDATORY,7004643
21992,21992,682,2354,7,5,MANDATORY,4189780
11648,11648,2424,275,7,3,MANDATORY,945321
17422,17422,2475,129,7,1,MANDATORY,3730345
17169,17169,592,2354,8,2,MANDATORY,7322785
7476,7476,87,84,8,4,MANDATORY,2775366
2803,2803,2424,2017,7,1,MANDATORY,3866137
23459,23459,1350,1257,8,5,MANDATORY,7804565
23377,23377,684,2354,7,5,MANDATORY,7490328
29316,29316,2355,223,7,5,MANDATORY,6086580
23896,23896,1294,2354,8,0,MANDATORY,7490496
340,340,2355,201,8,4,MANDATORY,1894138
19844,19844,2374,2354,7,0,MANDATORY,848394
10547,10547,1541,1542,7,4,MANDATORY,6519868
8755,8755,522,2059,7,1,MANDATORY,2281619
23321,23321,1097,1162,7,3,MANDATORY,2339135
24018,24018,772,2354,7,0,MANDATORY,1209655
21255,21255,1167,2354,8,4,MANDATORY,443240
9714,9714,571,1542,7,2,MANDATORY,5051892
25413,25413,2530,2354,8,5,MANDATORY,824955
23403,23403,1115,2354,8,0,MANDATORY,366157
29405,29405,2355,1656,7,2,MANDATORY,3725960
5956,5956,1884,973,7,5,MANDATORY,3393186
4693,4693,988,84,7,0,MANDATORY,5481488
16318,16318,1823,2354,8,5,MANDATORY,5676068
17079,17079,814,2354,7,0,MANDATORY,3983249
23329,23329,1109,2110,7,5,MANDATORY,824221
27848,27848,2355,1363,8,0,MANDATORY,2170172
24157,24157,1768,2354,7,4,MANDATORY,366051
414,414,2355,356,8,0,MANDATORY,6185249
26778,26778,2355,1895,8,5,MANDATORY,553853
12299,12299,2487,1542,7,5,MANDATORY,2196992
27,27,2355,248,8,3,MANDATORY,5586039
1375,1375,2424,316,8,1,MANDATORY,5163781
4844,4844,2173,1666,8,2,MANDATORY,7488981
24068,24068,2575,1923,7,0,MANDATORY,2197038
29144,29144,2355,2624,7,1,MANDATORY,7394034
10257,10257,2414,1542,7,1,MANDATORY,1690169
5007,5007,2173,2252,8,5,MANDATORY,3441908
20225,20225,651,2354,7,0,MANDATORY,4615625
7046,7046,1707,849,8,1,MANDATORY,3196989
23071,23071,2093,1662,7,0,MANDATORY,7006646
26705,26705,2355,1104,8,4,MANDATORY,2320145
26177,26177,2355,2191,8,1,MANDATORY,3947118
7966,7966,1637,2431,8,4,MANDATORY,1646866
2214,2214,2424,1933,7,3,MANDATORY,1765357
29197,29197,2355,341,8,2,MANDATORY,3597097
2235,2235,2424,1376,8,4,MANDATORY,1765295
14926,14926,2355,1398,8,4,MANDATORY,3946785
18605,18605,1104,2354,7,5,MANDATORY,443048
18038,18038,2252,2354,8,2,MANDATORY,2050082
14358,14358,150,84,8,2,MANDATORY,290043
26315,26315,2355,212,7,2,MANDATORY,7325288
22481,22481,1037,2354,8,0,MANDATORY,7324300
4037,4037,2173,999,8,0,MANDATORY,3981130
13628,13628,736,84,8,4,MANDATORY,248121
6367,6367,2355,1516,7,0,MANDATORY,2281590
18088,18088,1127,2354,8,0,MANDATORY,5486019
14627,14627,342,84,8,2,MANDATORY,6046351
527,527,2355,2440,8,0,MANDATORY,5225685
24836,24836,1100,2354,7,2,MANDATORY,461644
13230,13230,1995,864,7,5,MANDATORY,3982994
14268,14268,153,84,7,5,MANDATORY,290062
776,776,2424,1866,8,3,MANDATORY,4324286
14685,14685,1857,156,7,2,MANDATORY,4838829
886,886,2424,1822,8,1,MANDATORY,4565308
16010,16010,1533,2354,7,1,MANDATORY,3054862
25698,25698,688,2528,7,3,MANDATORY,7805102
19856,19856,1244,2354,8,5,MANDATORY,2989126
558,558,2355,849,7,5,MANDATORY,7207274
4826,4826,599,2354,8,2,MANDATORY,5482388
5277,5277,2173,673,7,3,MANDATORY,2372649
23388,23388,1115,1297,7,0,MANDATORY,7804731
24828,24828,1994,2061,8,4,MANDATORY,2989826
26609,26609,416,2354,8,2,MANDATORY,163123
20982,20982,1171,2354,8,0,MANDATORY,4373141
6048,6048,2355,2368,7,0,MANDATORY,5114448
5982,5982,1884,1987,7,0,MANDATORY,5483185
24536,24536,385,2354,8,5,MANDATORY,7490490
18477,18477,572,2354,7,4,MANDATORY,2257928
25223,25223,1555,2354,8,4,MANDATORY,462138
58,58,2355,1851,8,1,MANDATORY,5246875
25174,25174,1676,2354,8,1,MANDATORY,823286
23547,23547,2438,2448,8,4,MANDATORY,823458
1163,1163,2424,552,8,3,MANDATORY,6235206
6550,6550,2355,156,8,5,MANDATORY,365316
24378,24378,2231,1641,7,5,MANDATORY,2989246
5666,5666,2355,1425,8,5,MANDATORY,2222670
28382,28382,1884,251,7,1,MANDATORY,7035927
19151,19151,495,2354,8,0,MANDATORY,2776013
4220,4220,2173,2684,7,3,MANDATORY,7871822
18330,18330,1570,2354,7,4,MANDATORY,2776296
15782,15782,1689,2354,7,3,MANDATORY,4277793
22557,22557,1039,2354,8,2,MANDATORY,3563939
23279,23279,2355,2522,7,3,MANDATORY,4067408
17761,17761,2188,2354,8,3,MANDATORY,7322697
26906,26906,2355,2190,7,2,MANDATORY,2691039
2538,2538,2424,2529,7,2,MANDATORY,789900
26447,26447,2355,2565,8,2,MANDATORY,4763525
10656,10656,398,1542,8,5,MANDATORY,1647062
22549,22549,204,2354,7,3,MANDATORY,2258080
28372,28372,1884,467,8,5,MANDATORY,5874537
11991,11991,694,1542,7,2,MANDATORY,365774
14253,14253,2217,84,7,4,MANDATORY,5485498
22580,22580,200,2432,7,5,MANDATORY,398402
11705,11705,106,1047,8,1,MANDATORY,7733257
28697,28697,2173,1649,8,0,MANDATORY,7047035
16519,16519,1980,484,7,5,MANDATORY,3747748
16115,16115,1947,2354,7,5,MANDATORY,727758
18524,18524,2182,2578,8,5,MANDATORY,6046857
9999,9999,299,1542,7,4,MANDATORY,3247205
14576,14576,732,84,7,2,MANDATORY,1927866
6960,6960,1933,84,7,4,MANDATORY,1531420
28394,28394,2173,1739,7,1,MANDATORY,3188269
23968,23968,2122,2354,7,2,MANDATORY,4066885
11813,11813,1774,267,8,2,MANDATORY,6123176
11161,11161,2424,145,8,5,MANDATORY,5675283
16565,16565,254,2354,7,0,MANDATORY,1770983
18726,18726,2237,2354,7,4,MANDATORY,2050046
25437,25437,769,681,7,1,MANDATORY,2989316
27256,27256,2341,2354,8,0,MANDATORY,1112488
19030,19030,609,2354,8,1,MANDATORY,3983346
23202,23202,1554,2354,7,4,MANDATORY,5934000
180,180,2355,1973,7,2,MANDATORY,5910975
13155,13155,1668,84,8,5,MANDATORY,2887553
26520,26520,2355,1946,7,2,MANDATORY,4492655
28437,28437,2173,1829,8,1,MANDATORY,7038695
23264,23264,1357,1896,8,4,MANDATORY,4066937
9662,9662,425,1542,8,3,MANDATORY,7680635
13259,13259,1598,2684,8,3,MANDATORY,3982991
28123,28123,2355,313,8,4,MANDATORY,7345421
8811,8811,2197,2059,8,4,MANDATORY,1646940
24262,24262,1553,2354,8,3,MANDATORY,824703
21532,21532,1165,1924,8,1,MANDATORY,7176535
10320,10320,2506,1542,7,3,MANDATORY,6245868
18626,18626,2265,910,8,3,MANDATORY,2937313
383,383,380,2354,8,2,MANDATORY,422469
6900,6900,849,84,8,1,MANDATORY,5865729
15919,15919,1525,2354,8,5,MANDATORY,7006066
25640,25640,1518,203,8,2,MANDATORY,461603
12420,12420,112,322,8,1,MANDATORY,1882841
20358,20358,924,2354,7,4,MANDATORY,2050120
15938,15938,2430,2354,8,2,MANDATORY,5485728
24244,24244,791,2354,8,0,MANDATORY,462046
26247,26247,2355,1600,8,0,MANDATORY,3394484
4117,4117,2173,341,7,4,MANDATORY,3921731
25419,25419,382,2354,8,3,MANDATORY,2989610
17976,17976,1143,2219,7,4,MANDATORY,2989053
9831,9831,1228,1542,7,3,MANDATORY,7321739
2217,2217,2355,1624,8,5,MANDATORY,7652941
20075,20075,2675,2354,7,4,MANDATORY,6521013
7340,7340,1060,84,7,5,MANDATORY,7004585
13071,13071,286,84,8,0,MANDATORY,6642695
9829,9829,2333,1231,7,3,MANDATORY,3982826
22214,22214,198,2354,7,4,MANDATORY,6521138
6594,6594,1884,120,7,1,MANDATORY,2012524
4906,4906,66,2431,8,4,MANDATORY,5959194
23363,23363,380,2354,7,3,MANDATORY,461533
5104,5104,2173,111,8,1,MANDATORY,2432932
11419,11419,2424,342,7,4,MANDATORY,4838725
18105,18105,2259,2354,8,3,MANDATORY,587879
14523,14523,1883,84,8,2,MANDATORY,290086
29466,29466,2355,1071,7,2,MANDATORY,5580932
9300,9300,1910,2059,7,0,MANDATORY,3562946
17197,17197,897,1395,7,4,MANDATORY,3983245
